ID;X_COORD;Y_COORD;P9303;Q9303;P93;G0;CT9303;CI9303;CC9303;WP9303;WQ9303;WP93;WG0;WCT9303;WCI9303;WCC9303
250002;-38,524860;-6,863300;0,125720;2,666500;3,011200;0,637130;-0,483740;-4,017890;0,304810;0,266725;1,894748;3,521720;0,654039;-0,359440;-1,368671;-0,794113
250003;-37,934250;-6,732570;0,374780;2,548060;11,544300;-0,391160;-1,247050;-3,750030;-0,798320;0,319623;2,528958;1,821840;0,763500;-0,206098;-2,164392;-1,866535
250004;-37,246460;-7,007250;1,222450;2,883470;0,138300;0,983340;-0,247530;-2,536970;-2,020140;-0,068627;1,583510;3,747600;0,481550;-0,664810;-2,215750;-2,594140
250005;-37,936060;-7,230820;-0,341830;1,779030;3,065700;0,630570;-1,349690;1,587490;-3,024830;0,393496;2,629498;3,151200;0,589012;-0,489898;-3,474284;-1,488906
250006;-38,375720;-7,457810;-0,047370;2,118200;1,719000;0,792850;-0,603590;-2,865040;-1,208820;0,053140;1,582562;1,493240;0,767923;-0,245112;-0,722115;-1,909210
250007;-37,666530;-7,504350;0,291900;2,931260;0,639800;0,922900;0,132420;-4,201490;-3,722060;-0,100050;1,513376;3,636380;0,669494;-0,581100;0,021332;-2,615966
250008;-36,950390;-6,927770;0,067140;0,468730;0,243000;0,970720;-1,067780;-6,613070;-1,367190;0,190696;1,424792;2,354300;0,716294;-0,367794;-1,188826;-2,117324
250009;-36,460540;-6,722710;0,050960;1,047600;0,375100;0,954800;-0,365080;0,490060;2,176670;-0,221182;0,828917;1,318400;0,624002;-0,598560;-1,477797;-1,702923
250010;-36,946560;-7,646990;-1,100950;0,288140;7,075700;0,147330;-1,200890;2,748620;-2,876040;0,086072;1,278428;2,013060;0,723754;-0,278261;-1,859805;-1,396291
250011;-36,266190;-7,527460;-0,715550;1,687760;7,329600;0,116730;-0,248570;-1,418480;-1,433220;0,165247;0,655611;3,462300;0,682494;0,179796;-0,734124;0,225193
250012;-36,112780;-6,832200;0,407260;1,024410;0,756800;0,908800;-0,030890;0,572410;-1,349550;0,121140;1,200387;3,231500;0,554719;0,766796;0,182481;-0,387813
250013;-35,674130;-6,642750;0,493050;1,966110;1,263900;0,847690;0,329880;7,075200;0,377670;0,326046;1,040056;7,501980;0,475062;-0,168014;-0,512718;-0,862968
250014;-35,889390;-7,038490;0,227780;0,716060;2,276500;0,725670;0,645400;-3,277850;-1,844230;0,555937;1,308013;3,222640;0,477857;1,749560;-0,147570;-1,413433
250015;-35,648620;-6,874840;0,815550;1,751140;10,573500;-0,274170;0,820070;0,942230;-0,837250;0,366783;1,015885;2,232860;0,742262;0,857645;-0,188918;-1,561753
250016;-35,428920;-6,782220;0,464850;1,195630;5,016600;0,395470;-0,382460;-3,608740;-0,903950;0,448152;1,111743;9,979200;-0,063490;-0,230008;0,542642;-1,632458
250017;-35,995310;-7,309150;0,445000;1,148490;1,668500;0,798940;4,459500;-1,957350;-2,053500;0,234725;1,104142;3,428860;0,443303;0,112747;-1,249555;-1,260740
250018;-35,500220;-7,258270;0,162760;0,044610;1,850500;0,777000;0,124440;0,062820;-3,596960;0,503777;1,165020;11,935860;-0,299375;0,473563;-2,194135;-1,049772
250019;-35,743100;-7,621720;0,510550;1,400870;4,930900;0,405790;-0,633970;-4,378460;1,496770;0,280685;0,812523;3,341500;0,174260;0,353527;-0,924768;-0,884805
250020;-35,150720;-6,721060;0,358280;0,897840;18,107900;-1,182110;-1,881430;-3,029680;-2,217340;0,382206;1,013362;12,387060;-0,800328;-0,255340;-1,636698;-1,771126
250021;-35,247470;-7,169320;0,447890;0,867210;18,100200;-1,181190;0,200150;-1,901670;-1,397610;0,348027;0,894387;11,494420;-0,795793;-0,731610;-3,055228;-2,260272
250022;-34,969440;-7,123860;0,320900;1,125550;21,545600;-1,596370;0,994430;-3,838680;-1,876160;0,416240;1,080320;16,190140;-1,196987;-1,101337;-3,529207;-1,993027
250023;-35,014900;-7,387280;0,442550;1,475910;18,485900;-1,227660;-1,622730;-5,656270;-2,364130;0,369203;0,873180;21,953040;-1,572883;-0,142443;-2,667057;-1,958953
260001;-40,049530;-7,909380;0,372660;0,624600;0,405500;0,951130;0,024220;-0,845240;-0,142120;0,280790;0,748558;3,496300;0,578672;-0,109354;0,200712;0,980990
260002;-39,364760;-8,000840;0,250070;0,905460;1,996700;0,759380;-0,495430;1,236530;-1,706310;0,265924;1,064170;1,509160;0,554280;-0,061636;0,240479;-0,315170
260003;-37,804970;-7,857410;-0,232550;0,498040;1,714600;0,793380;0,496200;1,172560;-3,950000;-0,091338;1,379403;3,496600;0,503143;-0,531347;-0,190440;-1,801775
260004;-37,541860;-8,446400;-0,274770;0,937630;4,982800;0,399540;-0,694850;0,269290;-0,337100;-0,242858;0,033633;2,882660;0,497615;-0,167588;1,033445;-0,853333
260005;-40,210430;-8,766160;0,687830;2,071370;8,507800;-0,025240;-0,443610;-0,298350;-0,839190;0,345497;0,915032;1,685800;0,250667;-0,545315;-0,201290;-0,903082
260006;-38,529730;-8,780550;0,333090;1,095730;8,324400;-0,003140;-0,325740;1,669450;-0,960320;0,180056;0,870413;3,232240;0,545800;0,073453;1,312339;1,969530
260007;-37,105790;-8,852930;-0,588800;-0,894330;2,788200;0,664010;-0,267560;-0,285350;-2,319440;0,059500;0,041580;2,858520;0,698258;-0,021002;-0,040236;3,137864
260008;-36,192960;-8,349020;0,279000;-0,227070;2,915900;0,648620;-0,230900;-2,040340;-0,517290;0,000118;0,498534;12,263420;-0,139338;-0,747663;-0,379544;-0,645594
260009;-36,038250;-7,856510;0,564910;-0,093160;0,720500;0,913180;-0,739200;-0,573810;4,699290;0,240542;1,080555;4,396660;0,387985;-0,241635;-1,809563;-0,193773
260010;-35,570420;-7,808970;0,888170;1,460660;5,138400;0,380800;0,146900;0,599030;-0,321350;0,428766;0,433654;9,607160;-0,183398;-0,907378;-2,210894;-0,020990
260011;-36,550140;-8,971110;0,328010;0,744150;2,254600;0,728310;0,014110;0,670670;1,942150;0,096321;-0,002646;9,227440;-0,589191;-0,536686;-1,497313;0,442686
260012;-35,909120;-8,497150;0,265950;0,108700;12,393400;-0,493480;-0,423920;-0,110400;-0,672720;0,263557;0,267340;18,846900;-0,643127;-0,989510;-1,754547;-0,177340
260013;-35,160540;-7,676000;0,338820;0,626780;24,406200;-1,941090;-1,621910;-2,260820;-2,603090;0,377428;0,669871;21,634520;-1,219292;-0,712687;-2,754086;-1,855600
260014;-35,338080;-8,128840;0,450550;0,460850;16,127700;-0,943490;-1,310910;-1,801040;-3,180630;0,303222;0,389058;30,877980;-1,996147;-1,024490;-2,441602;-1,482403
260015;-35,583710;-8,579460;0,183660;0,284940;35,735200;-3,306310;-2,751740;-3,893970;-1,956880;0,259868;0,426639;28,292960;-1,715244;-0,878319;-1,935091;-1,016345
260016;-34,980610;-7,791570;0,050380;-0,183760;43,862700;-4,285720;-2,946170;-5,487500;-3,939030;0,202695;0,229700;28,000480;-2,810480;-0,640560;-2,865210;-2,072475
260017;-35,023220;-8,018760;0,066570;-0,167380;38,835100;-3,679870;0,340790;-3,469600;-1,541860;0,225715;0,315072;26,336500;-2,812333;-1,977268;-3,283317;-2,919175
260018;-35,094690;-8,394280;0,063110;0,356420;42,147500;-4,079030;-2,030080;-3,583910;-1,953950;0,233593;0,192803;31,793380;-2,643223;-1,240620;-3,054870;-2,226457
260019;-32,433820;-3,855430;1,459350;0,000000;9,941940;0,897040;0,000000;0,000000;0,000000;0,000000;0,000000;9,941940;0,000000;0,000000;0,000000;0,000000
270001;-37,778460;-9,130210;-0,146940;-0,558710;2,195000;0,735490;0,523360;2,935730;5,503090;-0,070446;0,086234;1,675980;0,602066;0,153862;1,061262;4,584586
270002;-37,937350;-9,464260;0,066050;-0,019760;0,244000;0,970590;1,774190;5,689450;17,441320;0,245992;0,614964;2,163580;0,561152;-0,035586;-0,040316;3,029288
270003;-37,325460;-9,439150;0,112200;-0,688100;0,171500;0,979330;0,283270;-2,036530;9,098470;-0,053384;-0,000310;1,199880;0,773814;0,334640;0,918966;4,494870
270004;-37,101930;-9,652850;-0,269250;-0,905130;0,193400;0,976690;0,150190;-1,859550;4,072320;0,164240;0,260716;2,216400;0,732912;0,291720;-1,363454;3,485488
270005;-36,610570;-9,433320;0,216330;0,664570;4,688700;0,434990;0,161320;0,233200;0,994350;0,176106;0,241771;15,694460;-1,020700;-0,322129;-2,168556;1,756364
270006;-36,655780;-9,801230;0,399240;0,357560;4,868100;0,413360;0,522710;-3,109570;0,325960;0,110762;0,257216;12,938640;-0,559182;-0,247180;-1,455684;1,467468
270007;-36,923960;-9,934610;0,072520;0,002510;0,578800;0,930260;0,504430;-0,952980;3,178360;0,151022;0,353738;9,283820;0,053994;0,123916;-0,581890;1,610390
270008;-36,116530;-9,189520;0,205910;0,732770;33,620700;-3,051500;-0,527270;-2,347800;-1,527690;0,239080;0,576520;18,830760;-1,452710;-0,983178;-1,565978;0,044073
270009;-35,763960;-9,215320;0,228320;0,612420;38,735200;-3,667830;-1,356400;-3,273810;-0,803330;0,216615;0,689545;29,978440;-2,609620;-0,815363;-2,248902;-0,840135
270010;-35,365240;-9,103900;0,258090;0,624870;32,061000;-2,863550;-1,161180;-2,994100;-1,417300;0,206457;0,629583;33,018640;-3,440743;-1,126647;-2,811740;-1,026723
270011;-35,822430;-9,588700;0,207390;0,991390;36,081900;-3,348090;0,728200;-1,267440;-0,319960;0,238240;0,692007;29,328220;-3,351547;-1,286363;-3,163737;-1,011320
270012;-36,223620;-9,933350;0,228310;0,838730;37,535500;-3,523260;-1,341510;-3,223300;-0,813330;0,271436;0,662268;15,810740;-1,556432;-0,130900;-1,778682;0,020532
270013;-36,559560;-10,231550;0,305900;0,685400;21,696800;-1,614590;-0,710330;-1,475790;-0,094360;0,249595;0,465655;15,955660;-0,647938;0,088943;-0,699750;0,652180
280001;-37,500470;-9,949240;0,020910;0,967040;0,774900;0,906620;-0,013130;-0,951390;3,830300;0,047078;0,476647;2,557160;0,576057;0,555747;0,676658;4,370841
280002;-37,589080;-10,453710;-0,554040;1,032920;3,137200;0,621950;0,991330;0,485050;4,603870;0,046331;0,730937;12,164740;0,333020;0,983587;0,899014;2,569716
280003;-37,158930;-10,394220;0,040780;0,416810;7,942600;0,042870;0,805020;-0,023410;-0,116210;0,041473;0,717433;21,034260;-0,556953;0,466330;1,094822;2,006527
280004;-37,446110;-10,710600;0,182040;0,572620;11,307600;-0,362630;2,272480;2,107590;4,671250;-0,062862;0,290037;17,643780;-0,811532;0,510645;0,725630;0,573317
280005;-37,961100;-10,969870;-0,017540;0,429360;2,049300;0,753040;1,116610;2,017660;2,693620;-0,177395;0,310103;8,219600;-0,034625;1,118795;0,477210;2,477965
280006;-37,714620;-10,937010;-0,232430;-0,815340;15,293400;-0,842940;0,816410;0,553780;0,727440;-0,162550;0,265654;7,743860;0,066816;1,255696;0,985814;2,702798
280007;-36,770690;-10,278410;0,298310;0,663820;11,718200;-0,412110;0,670140;4,486850;-0,082270;0,111822;0,470558;16,160220;-0,351372;-0,037818;-0,965080;1,364396
280008;-37,117280;-10,537680;0,182620;0,787170;25,505200;-2,073530;-0,347760;1,862660;-1,007880;0,110923;0,325100;17,722200;-1,286315;0,612947;0,555075;1,033028
280009;-36,748370;-10,502930;0,119000;0,281030;25,077700;-2,022020;-0,775080;-1,421830;0,023890;0,145136;0,265538;19,685080;-1,155828;1,432488;2,402838;-0,166920
280010;-37,094540;-10,749010;0,101870;0,029940;31,562600;-2,803480;0,149370;1,557950;-0,446820;0,146440;0,267693;16,510720;-1,247768;1,758828;1,669640;1,126460
280011;-37,096670;-10,945160;0,102100;-0,570050;12,720500;-0,532890;5,885670;4,130140;0,818580;0,101633;0,199897;20,041680;-1,546520;0,007930;0,017957;-0,247810
280012;-37,710420;-11,264600;-0,507240;-0,995350;15,469900;-0,864220;1,248560;0,401020;1,865750;0,120138;0,530773;8,900520;0,097312;1,061098;0,856323;2,241365
280013;-37,426870;-11,187290;0,084030;0,288720;6,755300;0,185940;0,649500;-0,082250;-0,320500;-0,015994;-0,139590;11,368140;-0,544454;2,257994;1,538510;2,731222
290001;-45,386030;-11,727220;0,072430;1,099570;2,607900;0,685730;0,505440;1,382680;0,352900;0,161124;0,666999;4,002060;0,585826;0,516210;1,119740;0,975630
290002;-44,163190;-11,659310;-0,016950;0,346920;5,901100;0,288890;0,211360;1,266610;-0,143400;0,385324;0,948720;2,566980;0,719712;-0,505130;-0,765532;0,409396
290003;-44,909720;-13,950780;0,355080;0,814440;2,386400;0,712430;-0,855280;0,933130;-1,455780;0,340522;1,015270;2,677580;0,596267;0,197442;0,125863;0,095185
290004;-41,582370;-9,712420;0,250010;0,829120;19,032900;-1,293580;-1,864120;-0,205370;-2,252260;0,321550;0,942063;2,801480;0,653527;-0,790213;-1,016662;-0,396331
290005;-38,773560;-9,133540;0,910700;2,258860;6,742700;0,187460;-0,645690;-1,818840;-2,325100;0,186690;1,242877;2,373740;0,306377;-0,025393;1,398151;3,013796
290006;-42,921330;-11,431680;0,716960;1,131470;2,482800;0,700810;-0,814160;0,093060;-0,924570;0,308355;0,783070;5,977740;0,355203;-0,895610;-1,231900;0,018093
290007;-43,676370;-13,268610;0,796260;1,846790;2,215900;0,732970;-0,331130;-2,419690;-0,280620;0,390657;0,764872;3,614760;0,592210;-0,534415;0,382753;-0,615445
290008;-40,565990;-10,390450;0,417150;1,440070;1,918400;0,768820;-0,583440;-0,462400;-0,537230;0,281353;1,221500;5,539920;0,068500;-1,238343;-0,351157;-1,594270
290009;-42,080730;-11,592220;0,504670;0,955900;0,391900;0,952780;-2,882190;-3,714100;-2,867300;0,445590;0,943414;2,585040;0,303654;-0,995500;-0,053932;-1,311488
290010;-40,712350;-11,291960;0,391540;0,606630;1,683300;0,797160;-2,076730;-2,611490;-2,940460;0,324273;1,112404;1,858740;0,459547;-0,875393;-0,534446;-1,457451
290011;-40,497710;-12,286910;0,439880;1,027040;3,065400;0,630610;-0,595170;0,707500;-2,113490;0,230310;0,701310;3,722820;0,551380;-0,444132;-1,353682;-1,203942
290012;-39,324830;-12,348480;-0,073750;0,949360;7,116300;0,142450;0,538250;-3,242500;-1,440140;0,119607;0,211802;13,559680;-0,422118;0,078422;-0,233837;-0,065235
290013;-38,422190;-10,061190;-0,253570;1,527890;0,933800;0,887470;0,468840;2,119880;3,466810;0,232842;1,701150;2,268200;0,672932;0,395442;-0,010560;1,846756
290014;-39,249720;-10,524240;0,202510;2,228750;2,473600;0,701920;0,225820;1,763390;0,409910;0,316637;1,243601;1,357620;0,445711;-0,423640;-0,756503;-0,425427
290015;-38,275380;-10,924130;0,584130;2,018180;0,442200;0,946710;1,418880;0,468990;2,714800;-0,200467;0,729520;9,451480;0,293478;0,891583;1,411123;2,516617
290016;-39,287580;-11,512000;-0,083500;0,024460;1,444400;0,825940;0,316780;-2,786290;-1,104550;0,177452;0,993066;4,842280;0,386570;-0,121898;-0,340672;-0,804888
290017;-38,223690;-11,821470;-0,072920;0,153550;11,113900;-0,339290;1,298340;1,679740;2,059740;0,053702;0,393930;13,629220;-0,372652;0,615565;-1,106625;0,686393
290018;-37,807110;-11,907540;0,375560;1,110170;9,290700;-0,119590;1,066850;0,500020;5,573090;-0,117280;-0,324080;10,136360;-1,046193;0,575117;0,004380;0,028600
290019;-38,370430;-12,398570;0,027010;-0,743240;34,580900;-3,167200;-0,895930;-1,980990;-3,490590;0,114308;0,484408;11,245720;-0,355176;0,900502;-0,217762;2,337412
290020;-39,072180;-12,808550;0,029100;0,164390;15,300300;-0,843780;0,600040;0,061300;3,054800;0,210234;0,478932;12,703900;-0,530894;0,395672;-0,094128;-0,113272
290021;-38,419040;-12,809340;0,313550;0,044570;13,407400;-0,615670;0,999030;-0,087370;2,439570;0,028055;-0,289425;15,480420;-2,005490;-0,147945;-0,959845;-0,217895
290022;-42,580540;-12,644480;0,330250;0,868360;2,626100;0,683540;0,522940;1,497990;1,297090;0,473020;0,966960;2,862380;0,662817;-0,890282;-1,122898;-1,122127
290023;-41,503970;-12,932220;0,539190;1,281490;3,067600;0,630340;-0,745430;0,956150;-1,737240;0,300652;0,597764;3,058560;0,573163;-0,641883;-0,979293;-0,769155
290024;-40,177290;-13,573680;0,378070;0,644610;5,302500;0,361010;-0,253530;0,915720;1,202680;0,325446;0,970021;6,121440;0,316000;0,048566;0,103864;-0,615184
290025;-42,012860;-13,575090;-0,014370;0,416530;6,153700;0,258440;1,066560;-1,800330;1,153230;0,316983;0,485938;2,688360;0,661803;-0,461725;0,325598;-0,744460
290026;-42,933360;-14,220320;0,295410;0,169580;2,476500;0,701560;-1,635340;0,147520;-2,076260;0,484094;0,941766;3,938600;0,539491;0,033841;-0,983579;0,112793
290027;-41,633860;-14,530800;0,103080;-0,375680;3,055700;0,631770;0,010930;-1,299270;-0,461430;0,264390;0,563088;4,844060;0,416262;-0,416150;-0,433944;-0,662080
290028;-40,580010;-14,686230;0,272100;0,638720;6,057900;0,269990;-0,927870;-1,530360;-1,423560;0,389600;0,665065;4,105440;0,487552;0,099175;-0,017322;-0,337290
290029;-40,443740;-15,477610;0,422330;0,901060;5,611700;0,323760;1,542150;-0,584290;-0,432400;0,356127;0,704382;6,822720;0,185017;0,559975;0,426307;0,647138
290030;-39,233040;-13,740300;0,406290;1,499360;3,112400;0,624940;1,590540;3,924500;0,722120;0,357493;0,679597;8,627860;0,091560;0,075370;0,275827;0,962900
290031;-39,429310;-14,795480;0,665310;1,229790;2,012800;0,757450;-0,120400;-0,149540;-1,368780;0,352840;0,904730;7,076960;0,122550;0,450884;0,293830;0,019726
290032;-39,785530;-17,158810;0,285410;0,839900;16,322400;-0,966950;0,303130;-1,256420;0,029790;0,399768;0,646192;13,673060;-0,232358;0,769294;0,586246;0,175500
310001;-46,505330;-15,843010;0,130890;0,787600;2,549900;0,692720;0,426490;0,987670;0,189410;0,340209;0,840177;3,412000;0,588947;0,098039;0,022009;-0,001891
310002;-46,359930;-17,596060;0,299690;0,743910;3,615600;0,564300;0,303490;0,164070;-0,082180;0,185657;0,601370;3,403840;0,394773;0,619009;0,940334;0,290747
310003;-44,706470;-15,307880;0,663190;1,258460;4,431100;0,466030;-0,636010;-1,641790;-0,389750;0,522541;1,104297;3,199460;0,638073;-0,361124;-0,057864;-0,916516
310004;-43,293510;-15,468730;1,280630;2,268780;1,803100;0,782710;-0,557730;-1,279260;-1,302400;0,363630;0,653490;4,664180;0,437938;-0,234670;-0,255054;-0,082748
310005;-42,073830;-15,739570;0,229620;0,309120;6,464600;0,220980;0,161330;0,057300;0,773430;0,352088;0,521460;3,908860;0,483789;0,449959;-0,926335;0,324773
310006;-45,272820;-17,083960;0,272080;0,615470;4,425600;0,466690;1,013320;0,701430;0,047360;0,281451;0,543843;8,089240;-0,026247;0,205969;-0,451009;-0,426101
310007;-44,126040;-16,321250;0,527440;1,227420;5,166300;0,377430;-0,588200;0,524150;-1,537320;0,415906;0,732660;7,488800;0,097554;0,257380;-1,251542;0,124448
310008;-42,983130;-16,678430;0,102490;0,302870;4,782400;0,423690;1,524870;-0,362450;2,816160;0,296103;0,375328;8,630520;0,097095;0,555303;-0,464532;0,391168
310009;-43,771040;-17,387930;-0,238860;-0,782280;22,001800;-1,651350;-0,057550;-3,675640;-0,549130;0,097462;0,049425;7,266980;0,181353;1,569797;1,342205;1,067470
310010;-43,597580;-18,047890;-0,419670;-1,387200;15,060000;-0,814820;3,633380;5,538710;3,263000;0,098704;-0,233938;8,856640;-0,156164;1,362964;0,303174;0,924944
310011;-42,608460;-17,411750;-0,087910;-0,313800;4,213600;0,492240;2,978620;2,792610;2,304230;0,133804;-0,051130;8,117520;-0,006349;1,093094;-0,181970;1,609840
310012;-41,883540;-16,993040;0,065700;-0,457270;5,306300;0,360560;1,395350;-1,206350;2,658200;0,207622;0,311230;8,136120;0,404102;1,241218;1,542305;2,166780
310013;-41,421770;-16,232950;0,274960;0,723620;5,176000;0,376270;2,247310;-1,296220;2,819870;0,281752;0,309512;8,789380;0,339415;1,198795;1,249935;1,512828
310014;-40,664170;-16,349010;0,409360;0,485140;4,544500;0,452360;1,696350;6,733080;3,052080;0,277945;0,375187;10,887240;-0,183468;0,825062;-0,881723;0,951355
310015;-41,573250;-17,767330;0,317210;0,360430;4,488800;0,459070;-1,161170;1,329510;1,234910;0,259666;0,097231;6,791100;0,296215;1,976081;1,352604;1,991660
310016;-40,694250;-17,403910;0,302060;-0,116620;22,019800;-1,653520;0,623600;-2,276570;-0,602240;0,299414;0,463486;9,269980;-0,117088;1,094452;2,731900;1,656766
310017;-49,960110;-18,926680;0,296670;0,898150;3,309300;0,601200;-0,053920;0,413530;0,069060;0,090237;0,582063;9,176600;-0,212707;0,457250;-0,028625;0,342065
310018;-48,550330;-18,962080;0,014680;0,379520;12,784300;-0,540590;0,684980;0,781140;0,301320;0,136991;0,672994;9,168240;0,127597;0,290591;0,388401;0,332907
310019;-47,152530;-18,632600;0,126740;0,494220;2,266700;0,726850;0,580460;1,804010;0,640440;0,144042;0,491958;5,336480;0,355404;0,454604;0,586016;0,262916
310020;-46,310960;-18,957390;0,192140;0,121080;3,164200;0,618690;1,027390;1,272180;0,761080;0,223260;0,575845;9,657900;-0,042480;0,826227;1,316635;0,311342
310021;-49,787250;-19,817960;0,055730;0,618650;20,287000;-1,444710;1,051690;-0,198640;0,562810;0,260323;0,659234;10,723160;-0,381868;0,194556;0,280425;-0,245349
310022;-48,169120;-19,616110;0,148110;0,761290;12,721500;-0,533020;0,196920;0,690140;0,379440;0,347980;0,955577;13,864100;-0,524293;0,307747;0,109402;0,120572
310023;-46,959500;-19,605250;0,286560;0,851480;2,568300;0,690500;0,161670;0,894680;0,191520;0,214086;0,643437;5,533160;0,103321;0,828166;1,082673;0,722251
310024;-45,227150;-18,709120;0,397470;0,720000;14,735700;-0,775750;1,136770;1,625700;-0,125130;0,288037;0,267380;9,327120;0,058731;1,456941;1,001950;0,570406
310025;-44,504210;-18,330340;0,190340;-0,148210;7,112600;0,142890;0,856790;-1,141220;-0,488610;0,077164;-0,194762;13,288160;-0,523484;1,734782;1,551326;1,047884
310026;-45,447750;-19,681830;0,176810;0,130700;24,646300;-1,970020;0,888840;0,658890;-0,565930;0,291220;0,402928;6,531220;0,280572;1,857942;1,807610;1,209453
310027;-44,179140;-19,170180;0,374800;-0,139800;6,988800;0,157810;2,947990;3,566430;2,603320;0,318279;0,094063;6,321340;-0,057054;1,778416;1,092490;1,822139
310028;-43,366790;-18,789750;0,255150;0,214400;7,654500;0,077590;0,088970;-0,026310;0,754910;0,249674;-0,079958;6,572520;0,165510;2,418732;1,587864;2,795912
310029;-44,676610;-19,714720;0,510400;0,548510;4,723700;0,430760;3,160770;1,791870;1,717800;0,356826;0,164348;9,916960;-0,440784;2,034310;1,307242;1,460418
310030;-44,030970;-19,901740;0,554940;0,088980;7,259900;0,125130;3,498310;1,078780;4,045280;0,417585;0,321040;4,711720;0,374258;2,289638;1,188067;2,424882
310031;-43,128590;-19,639200;0,739320;0,621960;4,856000;0,414820;0,073920;-1,220100;3,587720;0,376976;0,243656;7,488800;0,232908;2,447916;0,575389;2,450378
310032;-44,282210;-20,372310;0,285460;0,061920;4,539900;0,452910;2,865820;3,376160;2,482940;0,307842;0,276518;4,662400;0,438152;1,562934;0,816100;1,411792
310033;-43,514510;-20,375370;0,315420;0,811790;3,897400;0,530340;2,989690;0,007630;2,812960;0,327462;0,121840;4,578400;0,215253;1,933693;1,156563;2,620748
310034;-43,927460;-20,672340;0,069740;-0,189650;3,408800;0,589220;2,202200;2,672250;2,184620;0,314967;0,531918;4,377160;0,597322;1,420857;2,467720;1,133360
310035;-42,798440;-18,630730;0,641830;0,819050;3,506000;0,577500;2,459750;-2,738330;2,221290;0,422482;0,303692;6,806120;0,471775;1,670523;0,688432;2,048072
310036;-42,437990;-18,254730;0,346580;0,520960;4,008300;0,516970;0,861150;-0,314900;0,479380;0,403830;0,413550;4,188400;0,538325;1,407310;0,718725;1,648120
310037;-41,861080;-18,611810;0,744190;0,788520;3,116100;0,624490;1,352040;1,491110;0,832050;0,352451;0,308989;3,311740;0,612371;2,196904;0,442211;2,256223
310038;-41,228280;-18,652460;0,318720;0,201730;1,764500;0,787360;3,706910;0,046520;3,294930;0,279830;0,216540;2,531880;0,618448;1,538555;1,795752;2,073340
310039;-42,599070;-19,367170;0,537560;-0,009890;2,451800;0,704540;4,668440;1,408180;4,330140;0,587827;0,613038;7,036540;0,564250;1,490060;0,022530;2,140555
310040;-42,102770;-19,579850;0,225970;0,222620;2,985800;0,640190;2,074530;2,557440;1,921160;0,374770;0,255633;5,330280;0,367192;1,989858;0,594987;2,359578
310041;-41,375260;-19,530290;0,079290;0,048020;3,311300;0,600970;2,768720;0,807060;2,311750;0,252643;0,230220;2,663640;0,733479;2,395039;2,401570;2,404110
310042;-46,280280;-20,097650;0,052290;0,514760;4,072500;0,509240;1,886130;2,752460;1,809330;0,195338;0,332416;10,180240;-0,131660;1,035258;1,254122;0,589880
310043;-44,974550;-20,122180;0,280110;0,021860;6,149900;0,258910;1,699640;-0,393590;1,344550;0,360253;0,328513;7,896040;0,061253;1,679253;1,903028;1,016788
310044;-45,425280;-20,408730;0,314910;0,491360;2,974300;0,641580;2,236950;3,797040;1,749090;0,147595;0,250872;7,756720;0,140025;0,768667;1,376862;0,244360
310045;-45,335970;-20,919500;0,269170;0,595900;1,318900;0,841060;1,766980;2,990840;1,663770;0,145728;0,292393;3,565060;0,648262;0,541860;2,197437;0,068440
310046;-44,692740;-20,820210;0,319000;0,649610;2,596000;0,687160;-2,575170;0,715430;-3,328450;0,237961;0,313620;3,397780;0,597650;2,043970;2,463031;1,831963
310047;-46,631220;-20,628500;0,006270;0,067460;13,601400;-0,639050;0,861440;-0,352180;0,813640;0,176550;0,533435;9,791660;0,463925;0,734150;0,950758;0,677413
310048;-46,720640;-21,136160;-0,011400;-0,070230;7,110900;0,143090;0,386290;0,430450;0,516630;0,249425;0,650680;14,469580;-0,522872;0,324282;-0,501282;0,359123
310049;-46,007320;-21,361300;-0,014710;0,146470;5,428900;0,345790;0,465390;-0,541140;0,653600;0,063298;0,187468;4,130260;0,182353;1,042700;1,110617;0,893397
310050;-45,514860;-21,283540;-0,211810;-0,407600;4,034700;0,513800;0,945580;1,537140;0,542890;0,247823;0,590824;3,055820;0,493270;1,627474;1,614179;1,409329
310051;-46,401390;-22,031460;0,207420;0,618780;3,910100;0,528810;1,352820;0,572530;1,328080;0,051710;0,140267;14,943880;-0,666648;0,316590;0,793790;0,077153
310052;-46,086490;-22,390110;0,084470;0,121560;7,776900;0,062840;1,130250;3,902690;0,836550;0,340809;0,713631;6,633660;0,231532;0,901483;0,973221;0,843448
310053;-45,678490;-22,093010;0,304840;0,794840;4,276700;0,484630;1,579820;0,573070;1,322590;0,145746;0,386614;5,625720;0,371480;1,392416;2,247812;1,043940
310054;-45,024990;-22,128240;0,283880;0,912500;2,184200;0,736800;2,473040;2,884640;1,710700;0,364702;0,620343;4,473680;0,314648;1,243668;1,340490;1,215205
310055;-44,436970;-21,948950;0,657410;1,281860;1,785500;0,784840;2,076090;0,821020;2,051010;0,364509;0,532844;4,195600;0,517367;1,286381;2,023813;1,425356
310056;-45,486510;-22,403580;0,586900;1,160140;6,653800;0,198170;1,947820;3,455730;1,475960;0,409574;0,902456;5,884680;0,290864;1,130906;1,155972;0,890794
310057;-44,919110;-21,344950;0,160810;0,436200;2,070400;0,750510;1,560080;2,740140;1,310230;0,263860;0,579504;2,608720;0,695244;0,837920;1,624562;0,603552
310058;-44,327810;-21,220910;0,285530;0,777750;2,909800;0,649360;1,976120;2,058380;2,088540;0,387040;0,567677;2,627900;0,675390;0,929635;2,712653;0,411930
